_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,label,value,orig__golden,category,is_adi,is_premium,is_twin,label_gold,label_gold_reason,model_id,msid,new_model_is_positive,prediction_date,score,snorkel_prediction,sub_category,twin_type,type,url,new_label
2816220671,FALSE,finalized,3,8/16/2020 13:07:59,1,1,,Sports and Recreation,0,0,1,,,sc-experience,ea759ebd-b1f2-4e0e-9d1d-b8fd54c6d6c5,1,00:00.0,0.111115835,,Travel-Leisure,twin,easy,https://sinnemanlife.wixsite.com/mysite,
2816220853,FALSE,in progress,4,8/16/2020 13:10:23,0,0.5063,,Sports and Recreation,0,0,1,,,sc-experience,5d1b3e4f-f00e-44df-ab6a-473b0d32244c,1,00:00.0,0.196305264,,Travel-Leisure,twin,easy,https://declanouthit.wixsite.com/website-1,
2816220672,FALSE,finalized,4,8/16/2020 13:10:23,1,0.7798,,Sports and Recreation,1,0,1,,,sc-experience,a0771840-1b26-4edb-9f7b-53d4cb8f8325,1,00:00.0,0.257282507,,Travel-Leisure,twin,easy,https://rpanamogan1.wixsite.com/website,
2816220673,FALSE,finalized,3,8/16/2020 13:07:36,1,1,,Sports and Recreation,0,1,1,,,sc-experience,0683d63e-a04b-48a7-babb-efaf32baa783,1,00:00.0,0.221547872,,Travel-Leisure,twin,easy,https://emeli162.wixsite.com/emknowsplaces,
2816220678,FALSE,finalized,3,8/16/2020 13:10:57,1,1,,Sports and Recreation,0,0,1,,,sc-experience,cc632451-c422-4a71-b8ab-e9bac176d46e,1,00:00.0,0.24241337,,Travel-Leisure,twin,easy,https://athita29.wixsite.com/mysite-1,
2816220682,FALSE,finalized,3,8/16/2020 13:10:45,1,1,,Sports and Recreation,1,0,1,,,sc-experience,97f5f7fe-a476-4322-a8ef-2720ddd3c617,1,00:00.0,0.237007612,,Travel-Leisure,twin,easy,https://elkhiyari12y.wixsite.com/mysite-1,
2816220684,FALSE,finalized,3,8/16/2020 13:06:10,1,1,,Sports and Recreation,0,1,1,,,sc-experience,4d59b16d-eb38-43da-90c1-0e7fa39ba0ff,1,00:00.0,0.165978989,,Travel-Leisure,twin,easy,https://chrishaydon1992.wixsite.com/website,
2816220687,FALSE,finalized,3,8/16/2020 13:08:58,1,1,,Sports and Recreation,0,1,1,,,sc-experience,453fde09-e1dc-444c-b8ea-1e2bbeea3058,0,00:00.0,0.033064721,,Travel-Leisure,twin,hard,https://melissa33144.wixsite.com/riverwren,
2816220856,FALSE,in progress,2,,0,0.5389,,Sports and Recreation,1,0,1,,,sc-experience,8489d0bf-aff2-4975-b2c6-a1952a1a9246,1,00:00.0,0.201648559,,Travel-Leisure,twin,easy,https://mfawzyeg.wixsite.com/pyramidstravelmaster,
2816220688,FALSE,finalized,3,8/16/2020 13:06:46,1,1,,Sports and Recreation,1,0,1,,,sc-experience,6061812a-ceb3-45b9-a78a-05cf6610f031,1,00:00.0,0.251332425,,Travel-Leisure,twin,easy,https://073781353.wixsite.com/website,
2816220689,FALSE,finalized,3,8/16/2020 13:07:16,1,1,,Sports and Recreation,0,1,1,,,sc-experience,adb62b47-3ac9-4785-9e15-533416b62a8e,0,00:00.0,0.040938742,,Travel-Leisure,twin,hard,https://marikaeyes.wixsite.com/stepbyme,
2816220692,FALSE,finalized,3,8/16/2020 13:04:29,1,1,,Sports and Recreation,0,1,1,,,sc-experience,3ef49860-8a07-4fc5-8fea-2a1617dec51b,1,00:00.0,0.216958466,,Travel-Leisure,twin,easy,https://melissa790.wixsite.com/website-1,
2816220696,FALSE,finalized,3,8/16/2020 13:05:43,1,1,,Accommodation,0,1,1,,,sc-experience,b7717700-f605-483d-997e-3c0f7334d44b,0,00:00.0,0.033405053,,Resort,twin,hard,https://bkrsev.wixsite.com/mysite-3,
2816220698,FALSE,finalized,3,8/16/2020 13:07:42,1,1,,Accommodation,1,0,1,,,sc-experience,72779e54-e2b3-4f28-8a42-70cde7b09a42,0,00:00.0,0.026863671,,Hotel,twin,hard,https://clsimp71.wixsite.com/johnmchaneycruise,
2816220702,FALSE,finalized,2,8/16/2020 13:07:56,1,1,,Sports and Recreation,0,1,1,,,sc-experience,f4ccef8b-e417-4904-84e7-7aec9f032a44,1,00:00.0,0.226302001,,Travel-Leisure,twin,easy,https://skip047.wixsite.com/shiptrip,
2816220703,FALSE,finalized,3,8/16/2020 13:11:06,1,1,,Sports and Recreation,1,1,1,,,sc-experience,eaab748b-6d65-461f-8e42-e439b633b167,1,00:00.0,0.266917045,,Travel-Leisure,twin,easy,https://thetravelernco.wixsite.com/website,
2816220704,FALSE,finalized,4,8/16/2020 13:09:59,1,0.7606,,Sports and Recreation,0,1,1,,,sc-experience,5f34261e-c7b9-4028-a1e0-dc80bcc0a37a,1,00:00.0,0.231432861,,Travel-Leisure,twin,easy,https://ianweir6.wixsite.com/website,
2816220705,FALSE,finalized,3,8/16/2020 13:11:42,1,1,,Sports and Recreation,0,1,1,,,sc-experience,018950a0-f4a6-453d-8f5f-54523375008e,0,00:00.0,0.057039091,,Travel-Leisure,twin,hard,https://heybabeletsgo2.wixsite.com/mysite,
2816220868,FALSE,finalized,5,8/16/2020 13:10:23,0,0.5931,,Accommodation,0,0,1,,,sc-experience,150aa893-d5c2-444d-9004-73ee95fbec3b,1,00:00.0,0.182580111,,Hotel,twin,easy,https://hmssupply.wixsite.com/vacation-home,
2816220706,FALSE,finalized,3,8/16/2020 13:08:01,1,1,,Sports and Recreation,0,0,1,,,sc-experience,e633ee22-daa7-46e5-96df-8ca18c302099,1,00:00.0,0.11043538,,Travel-Leisure,twin,easy,https://10comwebdesign.wixsite.com/unforgettable-luxury,
2816220709,FALSE,finalized,3,8/16/2020 13:11:24,1,1,,Sports and Recreation,1,1,1,,,sc-experience,1bc1d6c9-b29a-493e-8bf0-3722110c7542,1,00:00.0,0.122715303,,Travel-Leisure,twin,easy,https://info706474.wixsite.com/website,
2816220710,FALSE,finalized,3,8/16/2020 13:10:18,1,1,,Accommodation,0,1,1,,,sc-experience,73825bae-964b-4a23-b98d-bad08581a045,0,00:00.0,0.058325614,,Hotel,twin,hard,https://countrypark.wixsite.com/obcountrypark,
2816220713,FALSE,finalized,3,8/16/2020 13:11:38,1,1,,Sports and Recreation,0,1,1,,,sc-experience,298396c4-0b2c-4e21-89dc-ee6e1a8ff983,1,00:00.0,0.184373792,,Travel-Leisure,twin,easy,https://indyworldtravel.wixsite.com/website-2,
2816220714,FALSE,finalized,3,8/16/2020 13:09:54,1,1,,Sports and Recreation,0,0,1,,,sc-experience,e0b0c2d5-0c85-464e-8ca3-ab0a803eae0c,1,00:00.0,0.211748592,,Travel-Leisure,twin,easy,https://micuba.wixsite.com/neli,
2816220717,FALSE,finalized,3,8/16/2020 13:04:23,1,1,,Accommodation,0,1,1,,,sc-experience,baea04ae-5ba5-4f89-bbed-fab053c35cc6,0,00:00.0,0.056163682,,Resort,twin,hard,https://woodlandsparknewquay.wixsite.com/woodlandsparkresort,
2816220718,FALSE,in progress,1,,1,1,,Sports and Recreation,0,1,1,,,sc-experience,f7f08170-360e-4fc6-b316-04611af7b7c5,1,00:00.0,0.075510431,,Travel-Leisure,twin,easy,https://info53379.wixsite.com/thehootonretreat,
2816220719,FALSE,in progress,4,8/16/2020 13:10:16,1,0.7252,,Transportation,0,1,1,,,sc-experience,ad203daf-44eb-4885-8d73-6d0d2a260a05,1,00:00.0,0.211711754,,Transportation services,twin,easy,https://gilisnorkel.wixsite.com/website-1,
2816220880,FALSE,in progress,2,,0,0.5178,,Sports and Recreation,0,1,1,,,sc-experience,96e20b0d-d963-44d4-bec2-f9cbbd44528f,1,00:00.0,0.180845244,,Travel-Leisure,twin,easy,https://thaddaeus17.wixsite.com/tjbtravelsdubai,
2816220721,FALSE,finalized,3,8/16/2020 13:09:16,1,1,,Sports and Recreation,1,0,1,,,sc-experience,6bbc0d5e-4ffc-4400-9f5b-9d1cfcd1c5cb,1,00:00.0,0.266462452,,Travel-Leisure,twin,easy,https://saqib4347.wixsite.com/traveltoparadise,
2816220884,FALSE,in progress,3,8/16/2020 13:10:17,0,0.6106,,Sports and Recreation,1,0,1,,,sc-experience,35eb517d-6165-4cf6-89f6-d579809f0032,1,00:00.0,0.257630166,,Travel-Leisure,twin,easy,https://nethratravelscbe.wixsite.com/explore,
2816220725,FALSE,finalized,3,8/16/2020 13:08:27,1,1,,Sports and Recreation,1,1,1,,,sc-experience,00ca29a5-a46b-4a1e-8780-75fadf3def48,1,00:00.0,0.274442025,,Travel-Leisure,twin,easy,https://maraseidel.wixsite.com/myguidemara,
2816220892,FALSE,finalized,5,8/16/2020 13:07:14,0,0.6371,,Sports and Recreation,0,1,1,,,sc-experience,5bfacdc1-df57-4f88-907f-4efdd8605534,1,00:00.0,0.126808631,,Travel-Leisure,twin,easy,https://lucy8061.wixsite.com/mysite,
2816220727,FALSE,finalized,3,8/16/2020 13:10:59,1,1,,Sports and Recreation,1,0,1,,,sc-experience,8c862139-88f0-4144-b022-c3cf698191f2,1,00:00.0,0.125928937,,Travel-Leisure,twin,easy,https://vasu22702.wixsite.com/vasusoni,
2816220730,FALSE,finalized,3,8/16/2020 13:10:12,1,1,,Sports and Recreation,0,1,1,,,sc-experience,27581b54-1930-470d-9670-19bf287df22d,1,00:00.0,0.114569054,,Travel-Leisure,twin,easy,https://manuelemandrile.wixsite.com/mysite,
2816220734,FALSE,finalized,3,8/16/2020 13:10:28,1,1,,Sports and Recreation,0,1,1,,,sc-experience,c84ba203-9383-4968-be7d-0b0bd8a8c056,1,00:00.0,0.208632531,,Travel-Leisure,twin,easy,https://gagepeter.wixsite.com/mysite,
2816220927,FALSE,in progress,4,8/16/2020 13:10:46,0,0.5172,,Sports and Recreation,1,1,1,,,sc-experience,1c7d4543-caa7-4ea0-aa84-3a9b3b9565e4,1,00:00.0,0.122846773,,Travel-Leisure,twin,easy,https://fishozellofl.wixsite.com/website,
2816220737,FALSE,finalized,3,8/16/2020 13:06:24,1,1,,Sports and Recreation,1,1,1,,,sc-experience,0a86e29f-ae2d-4afc-8a21-cbca27d5c9b6,1,00:00.0,0.221346875,,Travel-Leisure,twin,easy,https://dennisjoseph32.wixsite.com/website,
2816220983,FALSE,finalized,4,8/16/2020 13:05:51,0,0.5232,,Sports and Recreation,0,1,1,,,sc-experience,93dac98e-f5d1-430a-bbc4-d6f9cfc56c0c,1,00:00.0,0.145580741,,Travel-Leisure,twin,easy,https://francewhereyouare.wixsite.com/website-3,
2816220738,FALSE,finalized,5,8/16/2020 13:09:03,1,0.7838,,Accommodation,0,1,1,,,sc-experience,b8b43c95-cca8-4c25-bb62-8ec9048fca5b,0,00:00.0,0.01953466,,Resort,twin,hard,https://cdostler73.wixsite.com/thehomeplacehoa,
2816220739,FALSE,finalized,3,8/16/2020 13:11:11,1,1,,Event Planning & Services,0,0,1,,,sc-experience,8e44f776-1911-4e97-85d6-d8aeaea2a48f,0,00:00.0,0.054115265,,Event,fuzzy twin,hard,https://mremley.wixsite.com/mylonandbrante,
2816220740,FALSE,finalized,3,8/16/2020 13:08:49,1,1,,Sports and Recreation,0,1,1,,,sc-experience,fa66b51e-5c05-4938-b38b-458116f30ae5,1,00:00.0,0.118268378,,Travel-Leisure,twin,easy,https://moshe940.wixsite.com/yepalo,
2816220742,FALSE,finalized,3,8/16/2020 13:11:22,1,1,,Sports and Recreation,0,1,1,,,sc-experience,2f33b7ca-8be6-477f-aa79-68c467f8daf8,1,00:00.0,0.168274311,,Travel-Leisure,twin,easy,https://chad1265.wixsite.com/akhelicoptertours,
2816220992,FALSE,in progress,2,,0,0.525,,Sports and Recreation,1,0,1,,,sc-experience,74b61f34-cbae-403c-9849-7cd63128c006,1,00:00.0,0.142531594,,Travel-Leisure,twin,easy,https://tenzindolma987.wixsite.com/phone,
2816220745,FALSE,finalized,4,8/16/2020 13:10:22,1,0.7907,,Sports and Recreation,0,1,1,,,sc-experience,d119ecdf-08e8-4741-b1f7-e6fdb199a252,1,00:00.0,0.165876767,,Travel-Leisure,twin,easy,https://rm3105.wixsite.com/mysite,
2816220746,FALSE,finalized,3,8/16/2020 13:09:58,1,1,,Sports and Recreation,0,1,1,,,sc-experience,1cbda1ae-59ca-4d30-accf-1967eab39943,0,00:00.0,0.03943663,,Travel-Leisure,twin,hard,https://caborelaxo9.wixsite.com/caborelaxo,
2816220750,FALSE,finalized,3,8/16/2020 13:08:49,1,1,,Accommodation,0,1,1,,,sc-experience,3dac16f0-674e-4ab2-9692-15105623b558,0,00:00.0,0.038157974,,Vacation Home Rental,twin,hard,https://roland065.wixsite.com/website,
2816220751,FALSE,finalized,3,8/16/2020 13:11:12,1,1,,Sports and Recreation,1,1,1,,,sc-experience,933ffb75-15c8-46b5-a639-b3f69cc83db9,1,00:00.0,0.21744931,,Travel-Leisure,twin,easy,https://planetadventurer.wixsite.com/believe,
2816221001,FALSE,finalized,5,8/16/2020 13:08:38,0,0.5931,,Sports and Recreation,1,0,1,,,sc-experience,60a76344-2c27-4776-b705-29f7f07a27b8,1,00:00.0,0.138115908,,Sport practice,fuzzy twin,easy,https://mycoachliz.wixsite.com/teambeauty,
2816220753,FALSE,finalized,3,8/16/2020 13:07:06,1,1,,Sports and Recreation,0,1,1,,,sc-experience,f307bce0-e9c5-4dc1-b9f5-2396b9e72b7e,1,00:00.0,0.297644178,,Travel-Leisure,twin,easy,https://katieugland.wixsite.com/mysite,
2816220763,FALSE,in progress,2,,1,1,,Sports and Recreation,0,0,1,,,sc-experience,6dd8a6b3-4955-420b-a919-0d45e9f1cefb,1,00:00.0,0.218354849,,Travel-Leisure,twin,easy,https://il201301.wixsite.com/mysite-1,
2816220769,FALSE,finalized,3,8/16/2020 13:06:36,1,1,,Sports and Recreation,1,1,1,,,sc-experience,1715c341-40a7-4dad-874e-f46071b59372,1,00:00.0,0.17682208,,Travel-Leisure,twin,easy,https://seshwaraarachchige.wixsite.com/website,
2816221013,FALSE,in progress,3,8/16/2020 13:11:20,0,0.699,,Sports and Recreation,0,0,1,,,sc-experience,c431f2b3-9136-488c-80f3-72482c4af3fc,1,00:00.0,0.166518512,,Travel-Leisure,twin,easy,https://feliceportfolio.wixsite.com/welcome,
2816220772,FALSE,finalized,3,8/16/2020 13:08:49,1,1,,Sports and Recreation,0,1,1,,,sc-experience,1b58280b-6db8-4082-b24a-8d5f47846233,1,00:00.0,0.158552663,,Travel-Leisure,twin,easy,https://ramrovers.wixsite.com/website,
2816220773,FALSE,finalized,3,8/16/2020 13:09:02,1,1,,Entertainment,0,1,1,,,sc-experience,91c0f622-32c5-41ad-98fb-c7e733be2333,1,00:00.0,0.102146837,,Hobbies,fuzzy twin,easy,https://padiahamed85.wixsite.com/mysite,
2816221026,FALSE,in progress,3,8/16/2020 13:11:41,0,0.6512,,Entertainment,0,0,1,,,sc-experience,9077da2c-05ed-4a7d-853f-66ba45a9f356,1,00:00.0,0.263000521,,Hobbies,fuzzy twin,easy,https://charleydaugherty.wixsite.com/mysite,
2816221030,FALSE,in progress,3,8/16/2020 13:11:51,0,0.6786,,Sports and Recreation,0,0,1,,,sc-experience,2311b5e9-c543-4077-9abb-47307adac730,1,00:00.0,0.306631947,,Travel-Leisure,twin,easy,https://sscareer2.wixsite.com/website,
2816220774,FALSE,finalized,3,8/16/2020 13:10:29,1,1,,Sports and Recreation,0,1,1,,,sc-experience,7912ac06-f60d-49a3-bde3-a9b4238acc1f,1,00:00.0,0.150786763,,Travel-Leisure,twin,easy,https://jessica8254.wixsite.com/mysite,
2816220781,FALSE,finalized,3,8/16/2020 13:08:12,1,1,,Sports and Recreation,0,1,1,,,sc-experience,b6be870d-c9bd-40cd-9281-141e19cba470,1,00:00.0,0.23040869,,Travel-Leisure,twin,easy,https://mindplug.wixsite.com/richa,
2816221034,FALSE,finalized,5,8/16/2020 13:06:47,0,0.6146,,Sports and Recreation,0,1,1,,,sc-experience,385ed767-db29-47bb-b34f-6b86c0e595c1,1,00:00.0,0.127469679,,Travel-Leisure,twin,easy,https://poetgeraintdevans.wixsite.com/mysite-1,
2816220783,FALSE,finalized,4,8/16/2020 13:10:17,1,0.7625,,Sports and Recreation,1,1,1,,,sc-experience,f6b3ede0-5550-430a-8316-99271499bbc3,1,00:00.0,0.170775295,,Travel-Leisure,twin,easy,https://juhim3.wixsite.com/website,
2816220785,FALSE,in progress,2,,1,1,,Sports and Recreation,1,0,1,,,sc-experience,228f8de1-3db7-4d30-8442-b4f16c180b66,1,00:00.0,0.249883161,,Travel-Leisure,twin,easy,https://leilaajuan.wixsite.com/fiveplacesintheph,
2816221038,FALSE,in progress,3,8/16/2020 13:10:19,0,0.6438,,Sports and Recreation,0,1,1,,,sc-experience,81007c95-2fe5-4e3a-8d9c-1fd275311b9b,1,00:00.0,0.308467822,,Travel-Leisure,twin,easy,https://dharaneepushparaja4.wixsite.com/mysite,
2816220788,FALSE,finalized,3,8/16/2020 13:11:45,1,1,,Sports and Recreation,1,0,1,,,sc-experience,ffcc1e2e-2a65-4701-a34a-38afc29cae2f,1,00:00.0,0.104594205,,Travel-Leisure,twin,easy,https://pliskiewicz.wixsite.com/pliskiewicz,
2816220791,FALSE,finalized,3,8/16/2020 13:07:34,1,1,,Sports and Recreation,0,1,1,,,sc-experience,eed938b7-35ca-4eed-9bfa-529c91e0e5b8,1,00:00.0,0.196928692,,Travel-Leisure,twin,easy,https://sa-big5.wixsite.com/sa-tours,
2816220797,FALSE,finalized,3,8/16/2020 13:10:07,1,1,,Sports and Recreation,1,0,1,,,sc-experience,1967ef33-753a-4174-a668-837958e269a0,1,00:00.0,0.21851334,,Travel-Leisure,twin,easy,https://lvcweb.wixsite.com/seairland,
2816220801,FALSE,finalized,5,8/16/2020 13:05:55,1,0.8198,,Sports and Recreation,0,0,1,,,sc-experience,95e07da4-5a4d-4b04-b3fb-a0d28f270fe5,1,00:00.0,0.162544195,,Travel-Leisure,twin,easy,https://artraveling.wixsite.com/awpg,
2816220802,FALSE,finalized,3,8/16/2020 13:08:11,1,1,,Accommodation,0,1,1,,,sc-experience,f350c270-fdc1-4aa5-8c8f-1c8e6d702a0b,0,00:00.0,0.007839692,,Resort,twin,hard,https://otterpond.wixsite.com/homepage,
2816220803,FALSE,finalized,3,8/16/2020 13:06:04,1,1,,Sports and Recreation,0,1,1,,,sc-experience,3a90844e-f550-43b0-bdbd-dd292db7334e,1,00:00.0,0.19413697,,Travel-Leisure,twin,easy,https://deema121.wixsite.com/mysite-1,
2816221041,FALSE,in progress,3,8/16/2020 13:10:16,0,0.68,,Transportation,0,1,1,,,sc-experience,22da7166-0fd9-44fa-8ecd-4165976c906d,1,00:00.0,0.177678336,,Transportation services,twin,easy,https://mikelambert305.wixsite.com/mysite,
2816220806,FALSE,finalized,4,8/16/2020 13:09:37,1,0.7778,,Sports and Recreation,0,1,1,,,sc-experience,5f103a3f-a910-4302-8dba-11abee59fcf3,1,00:00.0,0.199859044,,Travel-Leisure,twin,easy,https://prakhar9.wixsite.com/travelstories,
2816221104,FALSE,in progress,3,8/16/2020 13:10:12,0,0.6338,,Sports and Recreation,0,0,1,,,sc-experience,781ab9bc-d0e7-450b-a8c0-c8c540c22bd5,1,00:00.0,0.181660742,,Travel-Leisure,twin,easy,https://jamalouardarass.wixsite.com/luxurydeserttrip,
2816220807,FALSE,in progress,2,,1,1,,Sports and Recreation,0,1,1,,,sc-experience,f3748a89-99b5-4650-9388-a6d7d7b7b46c,0,00:00.0,0.053621312,,Travel-Leisure,twin,hard,https://puravidalifestyleco.wixsite.com/puravidalifestyle,
2816220812,FALSE,finalized,3,8/16/2020 13:06:59,1,1,,Sports and Recreation,0,1,1,,,sc-experience,d5ddc2bb-40aa-4ce0-82fd-45492ad29e7f,1,00:00.0,0.210664838,,Travel-Leisure,twin,easy,https://rashidasymonds.wixsite.com/mysite-1,
2816220815,FALSE,finalized,3,8/16/2020 13:06:36,1,1,,Sports and Recreation,0,1,1,,,sc-experience,2ede688c-85a9-483b-ba11-2410e3e39261,1,00:00.0,0.254659398,,Travel-Leisure,twin,easy,https://meaghanbobrien.wixsite.com/aislingtours,
2816220822,FALSE,finalized,3,8/16/2020 13:07:28,1,1,,Sports and Recreation,0,0,1,,,sc-experience,16d37696-99e8-4f3a-b4c5-71df4ff69447,1,00:00.0,0.251908695,,Travel-Leisure,twin,easy,https://reddotinc.wixsite.com/tripeutopia,
2816220826,FALSE,finalized,4,8/16/2020 13:05:33,1,0.7516,,Sports and Recreation,0,1,1,,,sc-experience,c4365420-4155-44a0-bd83-e0bf54a240bc,1,00:00.0,0.188074595,,Travel-Leisure,twin,easy,https://jerusalemjet.wixsite.com/jerusalemjet,
2816220841,FALSE,finalized,5,8/16/2020 13:07:19,1,0.7951,,Sports and Recreation,0,0,1,,,sc-experience,19342739-652c-4c1f-9759-b180d6fa2aa3,1,00:00.0,0.220008022,,Travel-Leisure,twin,easy,https://srilankatravelguid.wixsite.com/guidetravel,
2816220842,FALSE,finalized,3,8/16/2020 13:08:32,1,1,,Sports and Recreation,1,0,1,,,sc-experience,0bebef40-1580-45da-91f2-6f15a419c367,1,00:00.0,0.285467723,,Travel-Leisure,twin,easy,https://huslen4216.wixsite.com/travels,
2816220843,FALSE,finalized,3,8/16/2020 13:05:39,1,1,,Sports and Recreation,0,0,1,,,sc-experience,5e5667b9-cd73-418e-abcb-7e25b1228927,1,00:00.0,0.227705328,,Travel-Leisure,twin,easy,https://thanaphak0272.wixsite.com/thanaphak,
2816220844,FALSE,finalized,3,8/16/2020 13:06:58,1,1,,Sports and Recreation,1,0,1,,,sc-experience,568ef1e4-b43b-4969-a15c-cfd0caa27fc7,1,00:00.0,0.225595456,,Travel-Leisure,twin,easy,https://conuke.wixsite.com/conuke,
2816220846,FALSE,finalized,3,8/16/2020 13:06:59,1,1,,Sports and Recreation,0,1,1,,,sc-experience,88296e25-35f2-4f1f-bd0a-a6de884bbc49,1,00:00.0,0.110159361,,Travel-Leisure,twin,easy,https://lia8547.wixsite.com/website,
2816220848,FALSE,finalized,3,8/16/2020 13:08:39,1,1,,Sports and Recreation,1,0,1,,,sc-experience,45f390d9-1def-474c-ba15-23e96f76bf21,1,00:00.0,0.17147767,,Travel-Leisure,twin,easy,https://wettywaxx.wixsite.com/amazinggrace,
2816220849,FALSE,in progress,4,8/16/2020 13:10:00,1,0.7385,,Sports and Recreation,1,0,1,,,sc-experience,30a4662f-6fbf-414d-b439-f6bb6f4a2ffa,1,00:00.0,0.229838627,,Travel-Leisure,twin,easy,https://kc97467.wixsite.com/website,
2816221113,FALSE,in progress,3,8/16/2020 13:11:53,0,0.6522,,Sports and Recreation,0,1,1,,,sc-experience,8025dc72-522b-473a-aa60-629fbf47161d,1,00:00.0,0.110148957,,Travel-Leisure,twin,easy,https://mywanderingbag.wixsite.com/mysite-3,
2816220852,FALSE,in progress,3,8/16/2020 13:10:00,1,0.7017,,Sports and Recreation,0,0,1,,,sc-experience,8440535f-054c-4fbd-adf5-4c669235354e,1,00:00.0,0.216174989,,Travel-Leisure,twin,easy,https://sandrakrauz.wixsite.com/mysite,
2816221115,FALSE,in progress,3,8/16/2020 13:10:47,0,0.6944,,Sports and Recreation,0,0,1,,,sc-experience,383acd1f-5a7d-44c3-9e4b-bf89072d222b,1,00:00.0,0.246947016,,Travel-Leisure,twin,easy,https://maravimundo.wixsite.com/pengembara,
2816221125,FALSE,in progress,2,,0,0.5385,,Sports and Recreation,0,1,1,,,sc-experience,3452de70-75a1-418f-a052-676691032105,1,00:00.0,0.251365974,,Travel-Leisure,twin,easy,https://tomsworldoffun.wixsite.com/tomtheexplorer,
2816220858,FALSE,finalized,3,8/16/2020 13:08:40,1,1,,Sports and Recreation,1,1,1,,,sc-experience,0a86e29f-ae2d-4afc-8a21-cbca27d5c9b6,1,00:00.0,0.221346875,,Travel-Leisure,twin,easy,https://dennisjoseph32.wixsite.com/website,
2816221128,FALSE,in progress,4,8/16/2020 13:10:12,0,0.5028,,Accommodation,0,1,1,,,sc-experience,f13d4468-5c8d-455c-b4c1-4d2e0b5ed2b8,1,00:00.0,0.112684928,,Hotel,twin,easy,https://trullodipinto.wixsite.com/mysite,
2816220859,FALSE,finalized,4,8/16/2020 13:10:09,1,0.7898,,Transportation,0,1,1,,,sc-experience,3c079251-a236-45e9-b060-5fee4bd8a3e7,1,00:00.0,0.156557067,,Transportation services,twin,easy,https://nishantpatel4554.wixsite.com/website-1,
2816220861,FALSE,finalized,3,8/16/2020 13:07:33,1,1,,Sports and Recreation,1,0,1,,,sc-experience,377525d8-8a25-45c5-b458-e4efcbad3453,1,00:00.0,0.187013629,,Travel-Leisure,twin,easy,https://rockdogswineandche.wixsite.com/home,
2816220862,FALSE,finalized,3,8/16/2020 13:09:38,1,1,,Sports and Recreation,0,0,1,,,sc-experience,b1eab3c5-75e5-4cd0-94d2-5bdf89217687,1,00:00.0,0.141601083,,Travel-Leisure,twin,easy,https://miamentawai.wixsite.com/mysite,
2816220865,FALSE,finalized,3,8/16/2020 13:09:18,1,1,,Sports and Recreation,1,0,1,,,sc-experience,b52f5216-dfdc-4193-92eb-11eb71b0114b,1,00:00.0,0.253889012,,Travel-Leisure,twin,easy,https://stampbyomnia.wixsite.com/stampbyomnia,
2816220866,FALSE,finalized,4,8/16/2020 13:07:19,1,0.791,,Entertainment,0,0,1,,,sc-experience,59e27e1e-eb88-4744-8637-5379acfd1190,1,00:00.0,0.150841616,,Hobbies,fuzzy twin,easy,https://chrisit918.wixsite.com/fridaynighthockey,
2816220867,FALSE,finalized,4,8/16/2020 13:08:28,1,0.7692,,Sports and Recreation,0,1,1,,,sc-experience,a979f1d2-bb90-42d4-bdae-1d6cc962c37c,1,00:00.0,0.18679945,,Travel-Leisure,twin,easy,https://triplagalo.wixsite.com/website,
2816220871,FALSE,finalized,4,8/16/2020 13:08:58,1,0.766,,Sports and Recreation,0,1,1,,,sc-experience,4980203f-e678-4fec-bc61-2268d7577b4e,1,00:00.0,0.245801021,,Travel-Leisure,twin,easy,https://dmfadely.wixsite.com/mysite-2,
2816220872,FALSE,finalized,3,8/16/2020 13:06:48,1,1,,Sports and Recreation,0,1,1,,,sc-experience,5bb564bb-60ad-403b-a956-2690e2a9dde9,1,00:00.0,0.15772155,,Travel-Leisure,twin,easy,https://rakshith924.wixsite.com/website-1,
2816220873,FALSE,finalized,3,8/16/2020 13:05:10,1,1,,Sports and Recreation,0,0,1,,,sc-experience,5b27145d-c54b-4fc2-8c46-c6de4baee63a,1,00:00.0,0.168241641,,Travel-Leisure,twin,easy,https://creatoscopic.wixsite.com/tht1,
2816220874,FALSE,finalized,5,8/16/2020 13:09:49,1,0.8015,,Sports and Recreation,1,1,1,,,sc-experience,478c4be6-0bf9-4171-9ad5-59ddd7fe85c2,1,00:00.0,0.250679725,,Travel-Leisure,twin,easy,https://vandy1818.wixsite.com/website,
2816220875,FALSE,finalized,3,8/16/2020 13:07:40,1,1,,Sports and Recreation,1,0,1,,,sc-experience,a31a12f0-bbe4-4cf9-a2e6-a5b0c59e5011,1,00:00.0,0.174396394,,Travel-Leisure,twin,easy,https://michniceblue.wixsite.com/blueskydeals,
2816220876,FALSE,in progress,4,8/16/2020 13:11:30,1,0.7286,,Sports and Recreation,0,1,1,,,sc-experience,6df275d6-abca-440e-ac23-9aded865c0a7,1,00:00.0,0.197221357,,Travel-Leisure,twin,easy,https://mlevitz.wixsite.com/tozichronandbeyond,
2816220877,FALSE,in progress,2,,1,1,,Sports and Recreation,0,1,1,,,sc-experience,60b5438f-27b0-49ee-a4db-3bfd02b63d9a,1,00:00.0,0.115197961,,Sport practice,fuzzy twin,easy,https://baustinward.wixsite.com/pura-vida-paddle,
